evidence_id,task_code,school,stage,evidence_type,evidence_text,normalized_value,source_question,source_url,confidence,updated_at
polyu__submit_conditions__action_instruction__0232_01,submit_conditions,PolyU,offer_acceptance,action_instruction,"Most of the data which you have entered, except for the programme choice(s), can be changed after your application has been submitted but before you are being considered for an offer.","Most of the data which you have entered, except for the programme choice(s), can be changed after your application has been submitted but before you are being considered for an offer.",How can I update my application data?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0232_02,submit_conditions,PolyU,offer_acceptance,deadline,"If you have indicated that your results are not yet available by filling out the ""Update Result Date"", you can update your results on or before the date specified.","If you have indicated that your results are not yet available by filling out the ""Update Result Date"", you can update your results on or before the date specified.",How can I update my application data?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0233_00,submit_conditions,PolyU,offer_acceptance,action_instruction,You may also log into your eAdmission account from time to time to check the progress of your application.,You may also log into your eAdmission account from time to time to check the progress of your application.,How can I know my application result?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0233_01,submit_conditions,PolyU,offer_acceptance,deadline,"If there is no news by early September (for September entry) or mid-January (for January entry), you can assume that your application is unsuccessful.","If there is no news by early September (for September entry) or mid-January (for January entry), you can assume that your application is unsuccessful.",How can I know my application result?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0234_00,submit_conditions,PolyU,offer_acceptance,deadline,"Please indicate your acceptance and settle the registration fee or tuition fee before the ""last day for payment"" displayed in the Notice of Offer, and register on the programme registration date as indicated on the Notice of Offer. (For conditional offer, you need to complete the procedures for meeting the conditions stated in the Notice of Offer beforehand.)","Please indicate your acceptance and settle the registration fee or tuition fee before the ""last day for payment"" displayed in the Notice of Offer, and register on the programme registration date as indicated on the Notice of Offer. (For conditional offer, you need to complete the procedures for meeting the conditions stated in the Notice of Offer beforehand.)",What should I do to accept an offer or a conditional offer?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0234_01,submit_conditions,PolyU,offer_acceptance,action_instruction,"Please indicate your acceptance and settle the registration fee or tuition fee before the ""last day for payment"" displayed in the Notice of Offer, and register on the programme registration date as indicated on the Notice of Offer. (For conditional offer, you need to complete the procedures for meeting the conditions stated in the Notice of Offer beforehand.)","Please indicate your acceptance and settle the registration fee or tuition fee before the ""last day for payment"" displayed in the Notice of Offer, and register on the programme registration date as indicated on the Notice of Offer. (For conditional offer, you need to complete the procedures for meeting the conditions stated in the Notice of Offer beforehand.)",What should I do to accept an offer or a conditional offer?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0235_00,submit_conditions,PolyU,offer_acceptance,deadline,"For meeting condition(s), please return to the Online Notice of Offer page via eAdmission to complete the procedures for ""Meeting Conditions"" when you have acquired the relevant qualifications on or before the ""Meet Condition Date"".","For meeting condition(s), please return to the Online Notice of Offer page via eAdmission to complete the procedures for ""Meeting Conditions"" when you have acquired the relevant qualifications on or before the ""Meet Condition Date"".",How can I complete the meet condition(s) procedure?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0236_01,submit_conditions,PolyU,offer_acceptance,action_instruction,This arrangement only applies if both programmes lead to PolyU awards.,This arrangement only applies if both programmes lead to PolyU awards.,What should I do to accept another offer from PolyU after I have paid the tuition fees for an earlier offer?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0237_00,submit_conditions,PolyU,offer_acceptance,deadline,Students are not allowed to enrol concurrently on two full-time/sandwich programmes whether or not one of the programmes is offered by another institution.,Students are not allowed to enrol concurrently on two full-time/sandwich programmes whether or not one of the programmes is offered by another institution.,Can I enrol on two programmes at the same time?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0237_01,submit_conditions,PolyU,offer_acceptance,deadline,"Except for programmes which do not lead to any formal award, students are not allowed to enrol concurrently on a full-time/sandwich programme and a part-time programme, or more than one part-time programmes, including those offered by another institution without any approval from the Head of your academic Department.","Except for programmes which do not lead to any formal award, students are not allowed to enrol concurrently on a full-time/sandwich programme and a part-time programme, or more than one part-time programmes, including those offered by another institution without any approval from the Head of your academic Department.",Can I enrol on two programmes at the same time?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
